ear,ጆሮ (ğoro),ودن (widn),كُنْنِي (kunne),دان (dān),أُذُن (udhun),أضان (aḍān),耳 (tai),telinga,ꦏꦸꦥꦶꦁ (kuping),ᜆᜁᜅ (tainga),ಕಿವಿ (kivi),காது (kātu),చెవి (cevi),কান (kan),कान (kān),ear,oreille,કાન (kān),कान (kān),گوش (guš),orecchio,कान (kān),orelha,у́хо (úxo),oreja,Ohr,کان (kān),کن (kann),耳 (mimi),귀 (gwi),หู (hu),سِيكِيُو (sikio),耳朵 (ěrduo),耳朵 (gni tú),耳仔 (yíh jái),قولاق (kulak),𐲊𐲪𐲘 (fül),belarri,korva,kõrv,ucho,ucho
eye,ዓይን (ayn),عين ('ēn),اِدُو (ido),عين ('ēn),عَيْن ('ayn),عين (ʿēn),𦮹 (mắt),mata,ꦩꦿꦶꦥꦠ꧀ (mripat),᜙ᜆ (mata),ಕಣ್ಣು (kaṇṇu),கண் (kaṇ),కన్ను (kannu),চোখ (cōkh),आँख (ā̃kh),eye,œil,આંખ (ā̃kha),आँख (ā̃kh),چشم (češm),occhio,डोळा (ḍoḷā),olho,глаз (glaz),ojo,Auge,آنکھ (ā̃kh),اکھ (akkha),目 (me),눈 (nun),ตา (ta),جِيچُو (jicho),眼睛 (yǎnjing),眼睛 (nge cín),眼 (ngáahn),گوز (göz),𐲥𐲈𐲚 (szem),begi,silmä,silm,oko,oko
nose,አፍንጫ (afənč̣a),مناخير (manākhīr),هَنْچِي (hanci),منخار (minkhār),أَنْف (anf),نخرة (nukharah),𦠄 (mũi),hidung,ꦲꦶꦫꦸꦁ (irung),ᜁᜎᜓᜅ᜔ (ilong),ಮೂಗು (mūgu),மூக்கு (mūkku),ముక్కు (mukku),নাক (nak),नाक (nāk),nose,nez,નાક (nāk),नाक (nāk),بینی (bini),naso,नाक (nāk),nariz,нос (nos),nariz,Nase,ناک (nāk),نَک (nakka),鼻 (hana),코 (ko),จมูก (chamuk),پُوأ (pua),鼻子 (bízi),鼻頭 (biq deu),鼻 (beih),بورون (burun),𐲝𐲣𐲣 (orr),sudur,nenä,nina,nos,nos
mouth,አፍ (af),بق (boqq),بَكِي (baki),تم (tumm),فَم (fam),خشم (khashum),命 (miệng),mulut,ꦕꦁꦏꦼꦩ꧀ (cangkem),ᜊᜒᜊᜒᜄ᜔ (bibig),ಬಾಯಿ (bāyi),வாய் (vāy),నోరు (nōru),মুখ (mukh),मुँह (mũh),mouth,bouche,મોં (mõ),मुँह (mũh),دهان (dahân),bocca,तोंड (toṇḍ),boca,рот (rot),boca,Mund,منہ (munh),مُنہ (mū̃h),口 (kuchi),입 (ip),ปาก (pak),كِيڽوَا (kinywa),嘴巴 (zuǐba),嘴巴 (tsy pó),嘴 (jéui),آغز (ağız),𐲥𐲁𐲔 (száj),aho,suu,suu,ústa,ústa
tooth,ጥርስ (ṭərs),سنة (sinna),هَقُورِي (haƙori),سن (sinn),سِنّ (sinn),سن (sinn),𪘵 (răng),gigi,ꦲꦸꦤ꧀ꦠꦸ (untu),ᜅᜒᜉᜒᜈ᜔ (ngipin),ಹಲ್ಲು (hallu),பல் (pal),పన్ను (pannu),দাঁত (dãt),दाँत (dā̃t),tooth,dent,દાંત (dā̃t),दाँत (dā̃t),دندان (dandân),dente,दात (dāt),dente,зуб (zub),diente,Zahn,دانت (dānt),دند (dand),歯 (ha),이 (i),ฟัน (fan),جِينُو (jino),牙齒 (yáchǐ),牙齒 (nga tshy),牙 (ngàah),ديش (diş),𐲊𐲝𐲍 (fog),hortz,hammas,hammas,zub,zub
tongue,ምላስ (məlas),لسان (lisān),هَرْشِي (harshe),لسان (lsān),لِسَان (lisān),لسان (lisān),𦧜 (lưỡi),lidah,ꦲꦶꦭꦠ꧀ (ilat),ᜇᜒᜎ (dila),ನಾಲಗೆ (nālage),நாக்கு (nākku),నాలుక (nāluka),জিভ (jibh),जीभ (jībh),tongue,langue,જીભ (jībh),जीभ (jībh),زبان (zabân),lingua,जीभ (jībh),língua,язы́к (jazýk),lengua,Zunge,زبان (zabān),جیبھ (jībh),舌 (shita),혀 (hyeo),ลิ้น (lin),اُلِيمِ (ulimi),舌頭 (shétou),舌頭 (zeq deu),脷 (leih),ديل (dil),𐲜𐲈𐲘𐲬 (nyelv),mihi,kieli,keel,jazyk,jazyk
claw/nail,ጥፍር (ṭəfər),ضافر (ḍāfir),فَرْچِي (farce),ضفر (ḍifr),ظُفْر (ẓufr),ضفر (ḍufur),𦦧 (móng),kuku,ꦏꦸꦏꦸ (kuku),ᜃᜓᜃᜓ (kuko),ಉಗುರು (uguru),நகம் (nakam),గోరు (gōru),নখ (nokh),नोह (noh),nail,ongle,નખ (nakh),नाख़ुन (nāxun),ناخن (nâxon),unghia,नख (nakh),unha,но́готь (nógotʹ),uña,Fingernagel,ناخن (nāxun),نَون٘ہہ (nauñh),爪 (tsume),손톱 (sontop),เล็บ (lep),اُكُچَا (ukucha),指甲 (zhǐjia),指甲 (tsy kaq),指甲 (jí gaap),طيرناق (tırnak),𐲗𐲟𐲣𐲝𐲚 (köröm),azkazal,kynsi,küüs,nehet,necht
foot,እግር (əgər),رجل (rigl),قَفَا (ƙafa),إجر (ijr),قَدَم (qadam),كراع (kurā'),𨈓𨇒 (bàn chân),kaki,ꦱꦶꦏꦶꦭ꧀ (sikil),ᜉᜀ (paa),ಪಾದ (pāda),கால் (kāl),పాదము (pādamu),পা (pa),गोड़ (goṛ),foot,pied,પગ (pag),पैर (pair),پا (pâ),piede,पाऊल (pāūl),pé,стопа́ (stopá),pie,Fuß,پیر (pair),پَیر (pair),足 (ashi),발 (bal),เท้า (thao),مقُؤُ (mguu),腳 (jiǎo),腳 (ciaq),腳 (geuk),آياق (ayak),𐲘𐲁𐲂 (láb),oin,jalkaterä,jalg,noha,noha
knee,ጉልበት (gulbät),ركبة (rukba),ݢْوِيوَا (gwiwa),ركبة (rukbe),رُكْبَة (rukbah),ركبة (rukba),頭𦑃 (đầu gối),lutut,ꦝꦼꦁꦏꦸꦭ꧀ (dhengkul),ᜆᜓᜑᜓᜇ᜔ (tuhod),ಮಂಡಿ (maṇḍi),மூட்டு (mūṭṭu),మోకాలు (mōkālu),হাঁটু (hãṭu),ठेहुना (ṭhehunā),knee,genou,ઘૂંટણ (ghū̃ṭaṇ),घुटना (ghuṭnā),زانو (zânu),ginocchio,गुडघा (guḍghā),joelho,коле́но (koléno),rodilla,Knie,گھٹنا (ghuṭnā),گوڈا (goḍā),膝 (hiza),무릎 (mureup),เข่า (khao),قُوتِ (goti),膝蓋 (xīgài),腳饅頭 (ciaq moe deu),膝頭 (sāt tàuh),ديز (diz),𐲦𐲋𐲣𐲅 (térd),belaun,polvi,põlv,koleno,koleno
hand,እጅ (əğğ),ايد (īd),هَنْنُو (hannu),إيد (īd),يَد (yad),يد (yad),𨈓𦿿 (bàn tay),tangan,ꦠꦔꦤ꧀ (tangan),ᜃ᜙ᜌ᜔ (kamay),ಕೈ (kai),கை (kai),చెయ్యి (ceyyi),হাত (hat),हाथ (hāth),hand,main,હાથ (hāth),हाथ (hāth),دست (dast),mano,हात (hāt),mão,рука́ (ruká),mano,Hand,ہاتھ (hāth),ہتھ (hattha),手 (te),손 (son),มือ (mue),مكُونُو (mkono),手 (shǒu),手 (seu),手 (sáu),ال (el),𐲗𐲋𐲮 (kéz),esku,käsi,käsi,ruka,ruka
belly,ሆድ (hod),بطن (baṭn),چِكِي (ciki),بطن (baṭen),بَطْن (baṭn),بطن (baṭn),𦡟 (bụng),perut,ꦮꦼꦠꦼꦁ (weteng),ᜆᜒᜌᜈ᜔ (tiyan),ಹೊಟ್ಟೆ (hoṭṭe),வயிறு (vayiṟu),పొట్ట (poṭṭa),পেট (peṭ),पेट (peṭ),belly,ventre,પેટ (peṭ),पेट (peṭ),شکم (šekam),pancia,पोट (poṭ),barriga,живо́т (živót),barriga,Bauch,پیٹ (peṭ),ڈھڈ (ḍhiḍ),腹 (hara),배 (bae),ท้อง (thong),تُمبُو (tumbo),肚子 (dùzi),肚皮 (du bi),肚 (tóuh),قارن (karın),𐲏𐲀𐲤 (has),sabel,vatsa,kõht,břicho,brucho
neck,አንገት (angät),رقبة (raqaba),وُيَا (wuya),رقبة (ra'abe),رَقَبَة (raqabah),رقبة (ragaba),𦝄 (cổ),leher,ꦒꦸꦭꦸ (gulu),ᜎᜄ᜔ (leeg),ಕತ್ತು (kattu),கழுத்து (kaḻuttu),మెడ (meḍa),গলা (gola),गरदन (gardan),neck,cou,ગળું (gaḷũ),गरदन (gardan),گردن (gardan),collo,गळा (gaḷā),pescoço,ше́я (šéja),cuello,Hals,گردن (gardan),دھَوݨ (dhauṇ),首 (kubi),목 (mok),คอ (kho),شِينقُو (shingo),脖子 (bózi),頭頸 (deu cin),頸 (géng),بوين (boyun),𐲜𐲀𐲖 (nyak),lepo,kaula,kael,krk,krk
breast,ጡት (ṭut),صدر (ṣadr),نُونُو (nono),صدر (ṣeder),صَدْر (ṣadr),صدر (ṣadr),乳 (vú),dada,ꦥꦪꦸꦢꦫ (payudara),ᜇᜒᜊ᜔ᜇᜒᜊ᜔ (dibdib),ಎದೆ (ede),மார்பகம் (mārpakam),రొమ్ము (rom'mu),স্তন (ston),छाती (chhātī),breast,sein,સ્તન (stana),स्तन (stan),سینه (sineh),seno,स्तन (stan),peito,грудь (grud'),mama,Brust,چھاتی (chhati),چھاتی (chātī),胸 (mune),가슴 (gaseum),หน้าอก (h̄n̂āxk),زِيوَا (ziwa),胸部 (xiōngbù),奶閱 (ne yueq),胸 (hūng),گوگوس (göğüs),𐲚𐲈𐲘𐲘 (mell),bular,rinta,rind,prs,prsia
heart,ልብ (ləbb),قلب (qalb),زُچِيَا (zuciya),قلب ('alb),قَلْب (qalb),قلب (galb),心 (tim),jantung,ꦗꦤ꧀ꦠꦸꦁ (jantung),ᜉᜓᜐᜓ (puso),ಹೃದಯ (hṛdaya),இதயம் (itayam),గుండె (guṇḍe),হৃদয় (hridoẏ),हीव (hīv),heart,cœur,હૈયું (haiyũ),दिल (dil),دل (del),cuore,हृदय (hruday),coração,се́рдце (sérdce),corazón,Herz,دل (dil),ہِردا (hirdā),心 (kokoro),심장 (simjang),หัวใจ (huachai),مُويُو (moyo),心臟 (xīnzàng),心臟 (shín zaon),心 (sām),يورك (yürek),𐲥𐲒𐲬 (szív),bihotz,sydän,süda,srdce,srdce
liver,ጉበት (gubät),كبد (kibd),هَنْتَا (hanta),كبدة (kibde),كَبِد (kabid),كبدة (kibdah),肝 (gan),hati,ꦲꦠꦶ (ati),ᜀᜆᜌ᜔ (atay),ಪಿತ್ತಜನಕಾಂಗ (pittajanakāṅga),ஈரல் (īral),కాలేయం (kālēyaṁ),কলিজা (kolija),करेजा (karejā),liver,foie,યકૃત (yakŕt),जिगर (jigar),جگر (jegar),fegato,यकृत (yakrut),fígado,пе́чень (péčenʹ),hígado,Leber,جگر (jigar),جگر (jigar),肝 (kimo),간 (gan),ตับ (tap),اِينِ (ini),肝 (gān),肝 (kóe),肝 (gōn),قرا جگر (karaciğer),𐲚𐲁𐲔 (máj),gibel,maksa,maks,játra,pečeň
drink (v.),መጠጣት (mäṭäṭṭat),شرب (shirib),شَا (sha),شرب (shirib),شَرِبَ (shariba),شرب (sharab),𦜓 (uống),minum,ꦲꦺꦴꦩ꧀ꦧꦺ (ombé),ᜁᜈᜓ᜙᜔ (inom),ಕುಡಿಯುವುದು (kuḍiyuvudu),குடித்தல் (kuṭittal),తాగడం (tāgaḍaṁ),পান করা (pān kôrā),पीअल (pīal),drink,boire,પીવું (pīvũ),पीना (pīnā),نوشیدن (nušidan),bere,पिणे (piṇe),beber,пить (pitʹ),beber,trinken,پینا (pīnā),پینا (pīṇā),飲む (nomu),마시다 (masida),ดื่ม (duem),كُڽوَا (kunywa),喝 (hē),吃 (chiq),飲 (yám),ايچمك (içmek),𐲒𐲛𐲛𐲒 (inni),edan,juoda,jooma,pít,piť
eat (v.),መብላት (mäblat),كل (kal),چِي (ci),أكل (akal),أَكَلَ (akala),أكل (akal),𩛷 (ăn),makan,ꦥꦫꦔꦤ꧀ (pangan),ᜃᜁᜈ᜔ (kain),ತಿನ್ನುವುದು (tinnuvudu),சாப்பிடுதல் (cāppiṭutal),తినడం (tinaḍaṁ),খাওয়া (khaōẇa),खाइल (khāil),eat,manger,ખાવું (khāvũ),खाना (khānā),خوردن (xordan),mangiare,खाणे (khāṇe),comer,есть (jestʹ),comer,essen,کھانا (khānā),کھانا (khāṇā),食う (kuu),먹다 (meokda),กิน (kin),كُولَا (kula),吃 (chī),吃 (chiq),食 (sihk),يمك (yemek),𐲈𐲛𐲛𐲒 (enni),jan,syödä,sööma,jíst,jesť
bite (v.),መንከስ (mänkäs),عض ('aḍḍ),چِيزُو (cizo),عض (ʿaḍḍ),عَضَّ ('aḍḍa),عض (ʿaḍḍ),𢯦 (cắn),gigit,ꦕꦺꦴꦏꦺꦴꦠ꧀ (cokot),ᜃᜄᜆ᜔ (kagat),ಕಡಿಯುವುದು (kaḍiyuvudu),கடித்தல் (kuṭittal),కొరకడం (korakaḍaṁ),কামড়ানো (kamṛanō),काटल (kāṭal),bite,mordre,બચકું ભરવું (backũ bharvũ),काटना (kāṭnā),گزیدن (gazidan),mordere,चावणे (ċāvṇe),morder,куса́ть (kusátʹ),morder,beißen,کاٹنا (kāṭnā),چُنڈنا (cūṇḍṇā),噛む (kamu),물다 (mulda),กัด (kat),كُڠَاتَا (kung'ata),咬 (yǎo),咬 (ngau),咬 (ngáauh),اصيرمق (ısırmak),𐲏𐲀𐲣𐲀𐲡𐲛𐲒 (harapni),hozkatu,purra,hammustama,kousat,hrýzť
see (v.),ማየት (mayät),شاف (shāf),ݢَنِي (gani),شاف (shāf),رَأَى (ra'ā),شاف (shāf),𦼇 (thấy),lihat,ꦢꦼꦊꦁ (deleng),ᜃᜒᜆ (kita),ನೋಡುವುದು (nōḍuvudu),பார்த்தல் (pārttal),చూడటం (cūḍaṭaṁ),দেখা (dekha),देखल (dekhal),see,voir,જોવું (jovũ),देखना (dekhnā),دیدن (didan),vedere,पाहणे (pāhṇe),ver,ви́деть (vídetʹ),ver,sehen,دیکھنا (dekhnā),ویکھنا (vekhṇā),見る (miru),보다 (boda),เห็น (hen),كُؤُونَا (kuona),看 (kàn),看 (khoe),睇 (tái),گورمك (görmek),𐲘𐲁𐲦𐲛𐲒 (látni),ikusi,nähdä,nägema,vidět,vidieť
hear (v.),መስማት (mäsmat),سمع (simi'),جِي (ji),سمع (simiʿ),سَمِعَ (sami'a),سِمِع (simiʿ),𦖑 (nghe),dengar,ꦏꦿꦸꦔꦸ (krungu),ᜇᜒᜈᜒᜄ᜔ (dinig),ಕೇಳುವುದು (kēḷuvudu),கேட்டல் (kēṭṭal),వినడం (vinaḍaṁ),শোনা (śōna),सुनल (sunal),hear,entendre,સાંભળવું (sā̃bhaḷvũ),सुनना (sunnā),شنیدن (šenidan),sentire,ऐकणे (aikṇe),ouvir,слы́шать (slýšatʹ),oír,hören,سننا (sunnā),سُننا (suṇnā),聞く (kiku),듣다 (deutda),ได้ยิน (daiyin),كُسِيكِيَا (kusikia),聽 (tīng),聽 (thín),聽 (tēng),دویمق (duymak),𐲏𐲀𐲘𐲘𐲀𐲛𐲒 (hallani),entzun,kuulla,kuulma,slyšet,počuť
know (v.),ማወቅ (mawäq),عرف ('irif),سَنِي (sani),عرف (ʿirif),عَرَفَ ('arafa),عرف (ʿirif),別 (biết),tahu,ꦲꦼꦂꦠꦶ (ngerti),ᜀᜎ᜙᜔ (alam),ತಿಳಿಯುವುದು (tiḷiyuvudu),அறிதல் (aṟital),తెలుసుకోవడం (telusukōvaḍaṁ),জানা (jana),जानल (jānal),know,savoir,જાણવું (jāṇvũ),जानना (jānnā),دانستن (dânestan),sapere,जाणणे (j̈āṇṇe),saber,знать (znatʹ),saber,wissen,جاننا (jānnā),جاننا (jāṇnā),知る (shiru),알다 (alda),รู้ (ru),كُجُا (kujua),知道 (zhīdào),曉得 (shiau teq),知道 (jī douh),بيلمك (bilmek),𐲦𐲨𐲅𐲛𐲒 (tudni),jakin,tietää,teadma,vědět,vedieť
sleep (v.),መተኛት (mätäñat),نام (nām),بَرْچِي (barci),نام (nām),نَامَ (nāma),نام (nām),𦄫 (ngủ),tidur,ꦠꦸꦫꦸ (turu),ᜆᜓᜎᜓᜄ᜔ (tulog),ನಿದ್ರಿಸುವುದು (nidrisuvudu),தூங்குதல் (tūṅkutal),కునకడం (kunakaḍaṁ),ঘুমানো (ghumanō),सूतल (sūtal),sleep,dormir,ઊંઘવું (ū̃ghavũ),सोना (sonā),خوابیدن (xâbidan),dormire,झोपणे (j̈hopṇe),dormir,спать (spatʹ),dormir,schlafen,سونا (sonā),سونا (sauṇā),寝る (neru),자다 (jada),นอน (non),كُلَالَا (kulala),睡覺 (shuìjiào),睏覺 (khuen kau),瞓覺 (fan gaau),اويومق (uyumak),𐲀𐲘𐲨𐲅𐲛𐲒 (aludni),lo,nukkua,magama,spát,spať
die (v.),መሞት (mämot),مات (māt),مُوتُوَا (mutuwa),مات (māt),مَاتَ (māta),مات (māt),𣩂 (chết),mati,ꦩꦠꦶ (mati),᜙ᜆᜌ᜔ (matay),ಸಾಯುವುದು (sāyuvudu),சாதல் (cātal),చావడం (cāvaḍaṁ),মরা (mora),मुअल (mual),die,mourir,મરવું (marvũ),मरना (marnā),مردن (mordan),morire,मरणे (marṇe),morrer,умира́ть (umirátʹ),morir,sterben,مرنا (marnā),مرنا (marnā),死ぬ (shinu),죽다 (jukda),ตาย (tai),كُوفَا (kufa),死 (sǐ),死 (shi),死 (séi),اولمك (ölmek),𐲚𐲈𐲍𐲏𐲀𐲘𐲛𐲒 (meghalni),hil,kuolla,surema,zemřít,zomrieť
kill (v.),መግደል (mägdäl),قتل (qatal),كَشِيوَا (kashewa),قتل ('atal),قَتَلَ (qatala),كتل (katal),𢩊 (giết),bunuh,ꦥꦠꦺꦤꦶ (patèni),ᜉᜆᜌ᜔ (patay),ಕೊಲ್ಲುವುದು (kolluvudu),கொல்லுதல் (kollutal),చంపడం (campaḍaṁ),মারা (mara),मारल (māral),kill,tuer,મારવું (mārvũ),मारना (mārnā),کشتن (koštan),uccidere,मारणे (mārṇe),matar,убива́ть (ubivátʹ),matar,töten,مارنا (mārnā),مارنا (mārnā),殺す (korosu),죽이다 (jugida),ฆ่า (kha),كُؤُوأ (kuua),殺 (shā),殺 (saq),殺 (saat),اولدورمك (öldürmek),𐲚𐲈𐲍𐲟𐲘𐲛𐲒 (megölni),hil,tappaa,tapma,zabít,zabít
swim (v.),መዋኘት (mäwañät),عام (ʿām),اِيُو (iyo),سبح (sabaḥ),سَبَحَ (sabaḥa),عام (ʿām),𣴓 (bơi),renang,ꦭꦔꦶ (langi),ᜎᜅᜓᜌ᜔ (langoy),ಈಜುವುದು (ījuvudu),நீந்துதல் (nīntutal),ఈదడం (īdaḍaṁ),সাঁতার কাটা (śātār kāṭā),पउड़ल (pauṛal),swim,nager,તરવું (tarvũ),तैरना (tairnā),شنا کردن (šenâ kardan),nuotare,पोहणे (pohṇe),nadar,пла́вать (plávatʹ),nadar,schwimmen,تیرنا (tairnā),تیرنا (tairnā),泳ぐ (oyogu),수영하다 (suyeonghada),ว่ายน้ำ (wai nam),كُؤُوقيليَا (kuogelea),游泳 (yóuyǒng),游泳 (yeu ion),游水 (yàuh seúi),يوزمك (yüzmek),𐲩𐲥𐲛𐲒 (úszni),igeri,uida,ujuma,plavat,plávať
fly (v.),መብረር (mäbrär),طار (ṭār),تَاشِي (tashi),طار (ṭār),طَارَ (ṭāra),طار (ṭār),𩙻 (bay),terbang,ꦩꦧꦸꦂ (mabur),ᜎᜒᜉᜇ᜔ (lipad),ಹಾರುವುದು (hāruvudu),பறத்தல் (paṟattal),ఎగరడం (egaraḍaṁ),ওড়া (ōṛa),उड़ल (uṛal),fly,voler,ઉડવું (uḍavũ),उड़ना (uṛnā),پریدن (paridan),volare,उडणे (uḍṇe),voar,лета́ть (letátʹ),volar,fliegen,اڑنا (uṛnā),اڈنا (uḍḍaṇā),飛ぶ (tobu),날다 (nalda),บิน (bin),كُوپَاأ (kupaa),飛 (fēi),飛 (fí),飛 (fēi),اوچمق (uçmak),𐲣𐲈𐲡𐲪𐲘𐲛𐲒 (repülni),hegan,lentää,lendama,letět,letieť
walk (v.),መራመድ (märamäd),مشى (masha),تَفِيَا (tafiya),مشى (masha),مَشَى (mashā),مشى (masha),𠫾 (đi),jalan,ꦭꦏꦸ (mlaku),ᜎᜃᜇ᜔ (lakad),ನಡೆಯುವುದು (naḍeyuvudu),நடத்தல் (naṭattal),నడవడం (naḍavaḍaṁ),হাঁটা (hãṭa),चलल (chalal),walk,marcher,ચાલવું (cālvũ),चलना (calnā),راه رفتن (râh raftan),camminare,चालणे (ċālṇe),andar,ходи́ть (xodítʹ),caminar,gehen,چلنا (calnā),ٹرنا (turnā),歩く (aruku),걷다 (geotda),เดิน (doen),كُتيمبيَا (kutembea),走路 (zǒulù),走 (tseu),行路 (hàahng louh),يورومك (yürümek),𐲔𐲁𐲣𐲛𐲒 (járni),ibili,kävellä,kõndima,chodit,chodiť
come (v.),መምጣት (mämṭat),جه (ge),زُوَا (zuwa),إجا (ija),جَاءَ (jā'a),جاء (jā),𦤾 (đến),datang,ꦠꦼꦏ (teka),ᜇᜆᜒᜅ᜔ (dating),ಬರುವುದು (baruvudu),வருதல் (varutal),రావడం (rāvaḍaṁ),আসা (aśa),आइल (āil),come,venir,આવવું (āvavũ),आना (ānā),آمدن (âmadan),venire,येणे (yeṇe),vir,приходи́ть (prixodítʹ),venir,kommen,آنا (ānā),آؤنا (āuṇā),来る (kuru),오다 (oda),มา (ma),كُوجَا (kuja),來 (lái),來 (le),嚟 (làih),گلمك (gelmek),𐲔𐲟𐲛𐲛𐲒 (jönni),etorri,tulla,tulema,přijít,prísť
lie (down) (v.),መጋደም (mägadäm),نام (nām),كْوَنْتَوَا (kwantawa),تسطّح (tsaṭṭaḥ),رَقَدَ (raqada),رقد (ragad),𦣰 (nằm),baring,ꦭꦼꦏꦂ (lêkar),ᜑᜒᜄ (higa),ಮಲಗುವುದು (malaguvudu),படுத்தல் (paṭuttal),పడుకోవడం (paḍukōvaḍaṁ),শোয়া (śōẇa),लेटल (leṭal),lie,s’étendre,સુવું (suvũ),लेटना (leṭnā),دراز کشیدن (derâz kešidan),distendersi,आडवे होणे (āḍve hoṇe),deitar-se,лежа́ть (ležátʹ),echarse,liegen,لیٹنا (leṭnā),لیٹنا (lēṭṇā),横たわる (yokotawaru),눕다 (nupda),นอน (non),كُلَالَا چِينِ (kulala chini),躺 (tǎng),𬮿 (khue),瞓 (fan),ياتمق (yatmak),𐲊𐲈𐲗𐲪𐲅𐲛𐲒 (feküdni),etzan,maata,lemama,ležet,ležať
sit (v.),መቀመጥ (mäqämmäṭ),قعد (qa'ad),زَوْنَوَا (zaunawa),قعد ('aʿad),جَلَسَ (jalasa),قعد (ga'ad),𡎝 (ngồi),duduk,ꦭꦸꦔ꧀ꦒꦸꦃ (lungguh),ᜁᜉᜓ (upo),ಕೂರುವುದು (kūruvudu),உட்காருதல் (uṭkārutal),కూర్చోవడం (kūrcōvaḍaṁ),বসা (bośa),बैठल (baiṭhal),sit,s’asseoir,બેસવું (besvũ),बैठना (baiṭhnā),نشستن (nešastan),sedersi,बसणे (basṇe),sentar-se,сиде́ть (sidétʹ),sentarse,sitzen,بیٹھنا (baiṭhnā),بہنا (bahiṇā),座る (suwaru),앉다 (anta),นั่ง (nang),كُكَاأ (kukaa),坐 (zuò),坐 (zu),坐 (chóh),اوطورمق (oturmak),𐲪𐲘𐲛𐲒 (ülni),eseri,istua,istuma,sedět,sedieť
stand (v.),መቆም (mäqom),وقف (wa'af),صَيُوَا (tsayuwa),وقف (wa''af),وَقَفَ (waqafa),وقف (wagaf),𨅸 (đứng),diri,ꦲꦢꦼꦒ꧀ (adeg),ᜆᜌᜓ (tayo),ನಿಲ್ಲುವುದು (nilluvudu),நில்லுதல் (nillutal),నిలుచోవడం (nilucōvaḍaṁ),দাঁড়ানো (dãṛanō),ठाड़ होखल (ṭhāṛ hokhal),stand,se lever,ઊભવું (ūbhavũ),खड़ा होना (khaṛā honā),ایستادن (istâdan),stare in piedi,उभे राहणे (ubhe rāhṇe),pôr-se de pé,стоя́ть (stojátʹ),levantarse,stehen,کھڑا ہونا (khaṛā honā),کھڑنا (khaṛhnā),立つ (tatsu),서다 (seoda),ยืน (yuen),كُسِيمَامَا (kusimama),站 (zhàn),立 (liq),企 (kéih),آیاقده طورمق (ayakta durmak),𐲁𐲘𐲘𐲛𐲒 (állni),zutitu,seistä,seisma,stát,stáť
give (v.),መስጠት (mäsṭät),ادى (adda),بَيَوَا (bayawa),عطى (ʿaṭa),أَعْطَى (a'ṭā),أدى (adda),𠳒 (cho),beri,ꦮꦺꦤꦺꦃ (wènèh),ᜊᜒᜄᜌ᜔ (bigay),ಕೊಡುವುದು (koḍuvudu),கொடுத்தல் (koṭuttal),ఇవ్వడం (ivvaḍaṁ),দেওয়া (deōẇa),देअल (deal),give,donner,આપવું (āpavũ),देना (denā),دادن (dâdan),dare,देणे (deṇe),dar,дава́ть (davátʹ),dar,geben,دینا (denā),دینا (dēṇā),与える (ataeru),주다 (juda),ให้ (hai),كُوپَا (kupa),給 (gěi),撥 (peq),畀 (béi),ويرمك (vermek),𐲀𐲅𐲛𐲒 (adni),eman,antaa,andma,dát,dať
say (v.),ማለት (malät),قال (qāl),چِيوَا (cewa),قال ('āl),قَالَ (qāla),قال (gāl),𠊛 (nói),kata,ꦲꦺꦴꦩꦺꦴꦁ (omong),ᜐᜊᜒ (sabi),ಹೇಳುವುದು (hēḷuvudu),சொல்லுதல் (collutal),చెప్పడం (ceppaḍaṁ),বলা (bola),कहल (kahal),say,dire,બોલવું (bolvũ),कहना (kahnā),گفتن (goftan),dire,म्हणणे (mhaṇṇe),dizer,говори́ть (govorítʹ),decir,sagen,کہنا (kahnā),آکھنا (ākhaṇā),言う (iu),말하다 (malhada),พูด (phut),كُسيمَا (kusema),說 (shuō),講 (kaon),講 (góng),ديمك (demek),𐲚𐲝𐲛𐲅𐲀𐲛𐲒 (mondani),esan,sanoa,ütlema,mluvit,povedať
sun,ፀሐይ (ṣähay),شمس (shams),رَنَا (rana),شمس (shams),شَمْس (shams),شمس (shams),𡗶 (mặt trời),matahari,ꦱꦿꦺꦔꦺꦔ꺺 (srengéngé),ᜀᜇᜏ᜔ (araw),ಸೂರ್ಯ (sūrya),சூரியன் (cūriyaṉ),సూర్యుడు (sūryuḍu),সূর্য (śurjo),सुरूज (sūruj),sun,soleil,સૂર્ય (sūrya),सूरज (sūraj),خورشید (xoršid),sole,सूर्य (sūrya),sol,со́лнце (sólnce),sol,Sonne,سورج (sūraj),سُورج (sūraj),日 (hi),해 (hae),ตะวัน (tawan),جُوَا (jua),太陽 (tàiyáng),太陽 (tha yaon),太陽 (taai yèuhng),گونش (güneş),𐲛𐲀𐲡 (nap),eguzki,aurinko,päike,slunce,slnko
